TransactionID,CustomerID,ProductID,Timestamp,Quantity,UnitPrice,TotalPrice,PaymentMethod,Discount,Tax,OrderStatus
1131,60,P0406,2024-01-08,4,611.47,2445.89,Debit Card,0.0,195.67,Completed
1132,39,P0069,2023-06-19,4,541.79,2167.18,Debit Card,0.2,173.37,Completed
1133,325,P0461,2024-06-10,3,1003.81,3011.43,Credit Card,0.1,240.91,Completed
1134,490,P0008,2023-01-26,1,1083.3,1083.3,Credit Card,0.0,86.66,Completed
1135,245,P0931,2024-10-16,1,842.88,842.88,Debit Card,0.0,67.43,Completed
1136,398,P0324,2023-11-13,1,967.99,967.99,Cash,0.1,77.44,Completed
1137,286,P0088,2024-04-30,3,1209.92,3629.77,Cash,0.0,290.38,Completed
1138,221,P0428,2024-01-31,4,1833.44,7333.76,Debit Card,0.0,586.7,Completed
1139,14,P0298,2023-09-28,4,1147.88,4591.5,Cash,0.0,367.32,Completed
1140,105,P0309,2023-04-03,4,1799.97,7199.87,Cash,0.05,575.99,Completed
1141,135,P0885,2023-02-12,2,1001.25,2002.51,PayPal,0.0,160.2,Completed
1142,41,P0502,2023-12-02,2,609.39,1218.78,PayPal,0.0,97.5,Failed
1143,299,P0757,2024-12-10,2,1335.69,2671.38,Cash,0.0,213.71,Completed
1144,131,P0329,2024-08-17,4,481.98,1927.91,PayPal,0.0,154.23,Completed
1145,105,P0837,2023-04-15,3,1357.96,4073.87,PayPal,0.1,325.91,Completed
1146,45,P0955,2024-11-01,1,1108.54,1108.54,Credit Card,0.0,88.68,Completed
1147,387,P0495,2023-03-06,2,1019.32,2038.65,Debit Card,0.1,163.09,Completed
1148,217,P0320,2024-05-06,2,1390.56,2781.11,Credit Card,0.0,222.49,Completed
1149,47,P0599,2024-09-08,1,875.9,875.9,PayPal,0.0,70.07,Completed
1150,486,P0652,2024-08-06,2,240.53,481.06,Credit Card,0.0,38.48,Completed
1151,107,P0220,2023-03-01,1,1972.83,1972.83,Cash,0.05,157.83,Completed
1152,316,P0922,2023-03-30,3,889.46,2668.39,Debit Card,0.0,213.47,Completed
1153,166,P0128,2024-02-21,1,613.93,613.93,PayPal,0.1,49.11,Pending
1154,143,P0395,2024-04-19,3,748.38,2245.15,Cash,0.0,179.61,Completed
1155,457,P0441,2023-01-13,1,925.84,925.84,PayPal,0.0,74.07,Completed
1156,140,P0149,2023-09-07,3,1547.54,4642.61,Cash,0.2,371.41,Completed
1157,281,P0253,2023-06-11,4,1097.48,4389.92,Cash,0.0,351.19,Failed
1158,35,P0467,2024-12-06,2,65.99,131.97,PayPal,0.1,10.56,Completed
1159,451,P0678,2024-06-05,1,396.09,396.09,Debit Card,0.0,31.69,Completed
1160,266,P0175,2023-01-26,4,1114.51,4458.04,PayPal,0.0,356.64,Completed
1161,19,P0156,2024-08-08,1,1090.76,1090.76,Cash,0.0,87.26,Failed
1162,395,P0944,2024-07-08,3,819.59,2458.76,PayPal,0.05,196.7,Completed
1163,39,P0802,2023-04-11,1,884.64,884.64,Cash,0.05,70.77,Completed
1164,74,P0342,2023-06-05,1,783.59,783.59,Cash,0.0,62.69,Completed
1165,233,P0778,2023-12-14,2,679.81,1359.62,Debit Card,0.0,108.77,Completed
1166,192,P0335,2024-08-25,2,182.2,364.41,Debit Card,0.05,29.15,Completed
1167,250,P0560,2024-04-26,1,1498.31,1498.31,PayPal,0.1,119.86,Completed
1168,476,P0165,2024-05-23,4,1016.65,4066.59,Credit Card,0.0,325.33,Completed
1169,204,P0684,2023-10-13,4,1265.61,5062.45,Cash,0.05,405.0,Completed
1170,395,P0013,2023-07-07,3,1499.5,4498.5,Cash,0.0,359.88,Failed
1171,78,P0796,2023-03-12,2,205.97,411.93,Credit Card,0.0,32.95,Completed
1172,302,P0766,2024-06-18,3,155.17,465.51,Cash,0.0,37.24,Completed
1173,67,P0761,2023-11-21,3,1430.37,4291.1,Cash,0.05,343.29,Completed
1174,284,P0475,2023-11-30,2,1716.5,3433.01,Cash,0.0,274.64,Completed
1175,423,P0559,2023-10-31,2,1359.17,2718.34,Credit Card,0.0,217.47,Completed
1176,150,P0405,2023-08-23,1,101.28,101.28,Credit Card,0.0,8.1,Completed
1177,479,P0487,2023-08-01,3,1134.66,3403.98,PayPal,0.0,272.32,Completed
1178,346,P0261,2023-05-24,1,593.21,593.21,PayPal,0.1,47.46,Completed
1179,116,P0538,2023-02-21,1,1334.77,1334.77,Cash,0.0,106.78,Completed
1180,419,P0991,2024-09-09,1,271.5,271.5,Cash,0.0,21.72,Completed
1181,256,P0180,2023-08-12,4,836.92,3347.68,PayPal,0.0,267.81,Completed
1182,93,P0221,2023-02-27,3,1010.71,3032.14,PayPal,0.0,242.57,Failed
1183,456,P0088,2024-09-13,4,858.95,3435.81,Cash,0.1,274.86,Completed
1184,301,P0199,2023-07-27,4,219.81,879.24,Cash,0.0,70.34,Completed
1185,7,P0160,2024-02-24,4,717.42,2869.67,Debit Card,0.0,229.57,Completed
1186,104,P0727,2023-08-04,2,316.61,633.22,Cash,0.0,50.66,Completed
1187,216,P0481,2023-07-17,1,718.94,718.94,PayPal,0.0,57.51,Completed
1188,383,P0365,2023-10-01,3,652.13,1956.4,Cash,0.0,156.51,Pending
1189,116,P0653,2023-06-18,2,1141.66,2283.32,Debit Card,0.0,182.67,Completed
1190,5,P0531,2024-02-06,2,1331.54,2663.07,Credit Card,0.0,213.05,Completed
1191,342,P0013,2024-11-19,3,331.13,993.38,Debit Card,0.15,79.47,Completed
1192,421,P0531,2023-04-29,3,1169.87,3509.62,PayPal,0.05,280.77,Completed
1193,374,P0508,2023-02-15,2,1461.04,2922.08,Cash,0.1,233.77,Completed
1194,157,P0855,2024-01-16,2,1838.34,3676.68,PayPal,0.0,294.13,Completed
1195,331,P0250,2024-05-01,3,349.96,1049.88,PayPal,0.1,83.99,Completed
1196,334,P0113,2024-10-14,1,913.68,913.68,Debit Card,0.0,73.09,Completed
1197,442,P0376,2024-07-09,2,168.78,337.56,Cash,0.0,27.0,Completed
1198,478,P0418,2023-07-15,3,1961.92,5885.75,PayPal,0.0,470.86,Completed
1199,361,P0200,2024-12-03,2,1887.36,3774.71,Cash,0.0,301.98,Completed
1200,126,P0763,2024-10-14,4,1523.1,6092.41,PayPal,0.05,487.39,Completed
1201,136,P0140,2023-10-12,1,338.11,338.11,PayPal,0.0,27.05,Completed
1202,134,P0746,2023-09-27,4,213.42,853.67,Credit Card,0.0,68.29,Failed
1203,13,P0147,2023-08-29,4,1077.79,4311.15,Credit Card,0.0,344.89,Completed
1204,166,P0939,2024-05-19,1,61.56,61.56,Credit Card,0.0,4.92,Completed
1205,396,P0141,2024-05-05,4,1467.85,5871.41,Debit Card,0.0,469.71,Completed
1206,180,P0040,2023-09-11,4,1792.39,7169.57,Debit Card,0.0,573.57,Completed
1207,188,P0825,2023-08-16,3,663.05,1989.15,Credit Card,0.1,159.13,Completed
1208,133,P0351,2024-08-20,1,529.21,529.21,Cash,0.0,42.34,Completed
1209,280,P0866,2023-12-09,3,1558.27,4674.82,Debit Card,0.1,373.99,Completed
1210,448,P0690,2024-10-06,2,1713.69,3427.37,PayPal,0.0,274.19,Completed
1211,250,P0949,2024-09-10,1,1561.56,1561.56,Credit Card,0.1,124.93,Completed
1212,150,P0875,2024-11-08,3,277.07,831.21,Credit Card,0.0,66.5,Completed
1213,289,P0489,2024-06-15,4,691.05,2764.22,PayPal,0.05,221.14,Completed
1214,363,P0201,2023-06-22,1,1558.61,1558.61,PayPal,0.0,124.69,Completed
1215,435,P0684,2024-08-12,4,1645.07,6580.28,Credit Card,0.0,526.42,Completed
1216,132,P0855,2024-07-29,4,627.33,2509.31,Credit Card,0.0,200.74,Completed
1217,397,P0180,2023-06-17,2,142.28,284.57,Cash,0.0,22.77,Completed
1218,207,P0546,2023-05-01,2,714.12,1428.25,Cash,0.0,114.26,Completed
1219,215,P0161,2023-03-10,2,1858.63,3717.26,PayPal,0.0,297.38,Completed
1220,494,P0923,2023-09-26,2,252.36,504.72,Debit Card,0.1,40.38,Completed
1221,51,P0403,2024-10-11,3,270.07,810.22,PayPal,0.0,64.82,Completed
1222,226,P0196,2023-02-26,4,273.34,1093.36,Credit Card,0.2,87.47,Completed
1223,410,P0758,2023-01-26,3,1674.88,5024.65,Credit Card,0.0,401.97,Completed
1224,81,P0662,2023-09-03,1,1286.48,1286.48,Debit Card,0.2,102.92,Completed
1225,194,P0944,2023-10-01,4,1344.41,5377.63,Credit Card,0.0,430.21,Completed
1226,26,P0034,2023-12-22,4,1647.26,6589.04,Debit Card,0.0,527.12,Completed
1227,119,P0655,2023-06-17,1,747.68,747.68,PayPal,0.15,59.81,Completed
1228,99,P0807,2024-08-21,3,1712.7,5138.1,Cash,0.1,411.05,Completed
1229,487,P0838,2023-12-26,2,588.43,1176.86,PayPal,0.15,94.15,Completed
1230,209,P0475,2023-10-17,1,874.59,874.59,Cash,0.0,69.97,Completed
1231,432,P0268,2023-10-17,3,137.98,413.93,Credit Card,0.15,33.11,Completed
1232,429,P0370,2024-08-30,3,1522.13,4566.4,Credit Card,0.0,365.31,Completed
1233,5,P0444,2023-04-28,4,130.68,522.72,Cash,0.0,41.82,Completed
1234,152,P0360,2024-01-29,3,283.66,850.97,Credit Card,0.0,68.08,Completed
1235,452,P0162,2023-05-30,4,1069.25,4277.01,PayPal,0.0,342.16,Completed
1236,152,P0401,2024-05-28,1,1631.9,1631.9,Credit Card,0.0,130.55,Completed
1237,93,P0268,2024-03-09,3,515.86,1547.59,PayPal,0.0,123.81,Completed
1238,300,P0403,2023-03-03,3,1878.64,5635.92,Debit Card,0.1,450.87,Completed
1239,369,P0679,2024-04-22,1,1923.76,1923.76,PayPal,0.1,153.9,Completed
1240,346,P0760,2024-03-18,3,1903.65,5710.96,Credit Card,0.0,456.88,Completed
1241,308,P0650,2024-03-05,2,1194.13,2388.25,PayPal,0.1,191.06,Completed
1242,27,P0402,2023-10-12,4,839.58,3358.3,Credit Card,0.0,268.66,Completed
1243,152,P0102,2024-06-16,3,868.75,2606.24,Credit Card,0.0,208.5,Completed
1244,162,P0554,2023-08-24,4,1017.35,4069.39,PayPal,0.0,325.55,Completed
1245,261,P0217,2024-07-12,1,518.14,518.14,Debit Card,0.0,41.45,Completed
1246,206,P0040,2023-10-02,1,1922.02,1922.02,Credit Card,0.1,153.76,Completed
1247,65,P0365,2023-11-24,1,568.5,568.5,Cash,0.0,45.48,Completed
1248,273,P0229,2024-05-05,4,439.75,1759.01,PayPal,0.0,140.72,Pending
1249,193,P0585,2024-05-29,3,376.24,1128.71,Cash,0.0,90.3,Completed
1250,120,P0627,2023-11-14,1,50.1,50.1,Credit Card,0.2,4.01,Completed
1251,10,P0284,2024-11-22,1,1682.58,1682.58,Cash,0.0,134.61,Completed
1252,323,P0686,2023-06-25,1,855.75,855.75,Cash,0.1,68.46,Completed
1253,206,P0643,2024-09-15,1,198.37,198.37,Debit Card,0.0,15.87,Pending
1254,438,P0325,2024-04-04,2,1886.88,3773.77,PayPal,0.0,301.9,Completed
1255,112,P0998,2024-04-03,4,930.27,3721.1,Debit Card,0.0,297.69,Completed
1256,490,P0355,2024-12-02,4,1087.63,4350.52,Debit Card,0.0,348.04,Completed
1257,70,P0256,2023-01-11,4,549.37,2197.49,PayPal,0.0,175.8,Completed
1258,151,P0176,2023-06-05,3,1482.25,4446.75,Debit Card,0.0,355.74,Completed
1259,155,P0277,2024-01-15,4,702.73,2810.94,PayPal,0.05,224.87,Completed
1260,405,P0494,2024-02-16,2,923.55,1847.1,Credit Card,0.0,147.77,Completed
1261,232,P0828,2023-12-13,4,1448.1,5792.41,Credit Card,0.1,463.39,Completed
1262,90,P0212,2023-04-25,2,379.66,759.33,Debit Card,0.1,60.75,Completed
1263,443,P0259,2023-01-15,2,1284.9,2569.81,Cash,0.1,205.58,Completed
1264,133,P0325,2024-11-18,4,670.42,2681.67,Cash,0.0,214.53,Completed
1265,16,P0439,2024-01-18,2,1452.97,2905.93,Cash,0.0,232.47,Completed
1266,111,P0932,2023-09-30,2,1791.87,3583.74,Credit Card,0.0,286.7,Completed
1267,48,P0010,2024-09-24,1,1477.99,1477.99,Cash,0.05,118.24,Completed
1268,228,P0114,2023-09-12,1,1939.62,1939.62,Credit Card,0.0,155.17,Completed
1269,441,P0069,2024-05-16,1,84.78,84.78,Cash,0.0,6.78,Completed
1270,417,P0159,2024-07-01,1,1700.74,1700.74,Credit Card,0.0,136.06,Completed
1271,282,P0322,2024-01-19,4,1767.3,7069.21,Cash,0.0,565.54,Completed
1272,96,P0395,2023-10-21,1,767.3,767.3,Credit Card,0.0,61.38,Completed
1273,8,P0443,2023-12-03,1,1464.51,1464.51,Debit Card,0.0,117.16,Completed
1274,82,P0899,2023-01-05,3,194.95,584.84,PayPal,0.2,46.79,Completed
1275,422,P1000,2024-10-15,3,1406.57,4219.71,PayPal,0.1,337.58,Completed
1276,185,P0741,2024-10-01,1,1458.09,1458.09,Debit Card,0.0,116.65,Completed
1277,427,P0644,2024-09-13,4,1105.94,4423.75,Cash,0.1,353.9,Completed
1278,171,P0475,2024-11-18,4,1765.71,7062.85,Debit Card,0.0,565.03,Completed
1279,459,P0218,2024-01-03,4,1759.02,7036.08,Cash,0.0,562.89,Completed
1280,364,P0662,2024-11-29,4,1483.3,5933.18,PayPal,0.0,474.65,Completed
1281,24,P0764,2024-10-25,4,1035.07,4140.28,Debit Card,0.0,331.22,Completed
1282,96,P0988,2023-04-16,4,1283.76,5135.03,Cash,0.1,410.8,Completed
1283,463,P0282,2024-06-03,4,1405.87,5623.49,Debit Card,0.0,449.88,Completed
1284,115,P0155,2023-02-18,1,1177.25,1177.25,Debit Card,0.0,94.18,Completed
1285,200,P0336,2024-06-02,3,1346.36,4039.08,Credit Card,0.0,323.13,Pending
1286,351,P0599,2024-09-04,1,1467.61,1467.61,Credit Card,0.0,117.41,Completed
1287,88,P0663,2024-05-30,4,821.69,3286.75,PayPal,0.0,262.94,Completed
1288,415,P0138,2023-03-22,1,843.99,843.99,Credit Card,0.0,67.52,Completed
1289,460,P0345,2023-08-18,2,1358.4,2716.8,Debit Card,0.1,217.34,Completed
1290,477,P0269,2024-07-13,3,1551.76,4655.27,Debit Card,0.0,372.42,Completed
1291,312,P0967,2023-05-13,2,1186.85,2373.69,Debit Card,0.0,189.9,Completed
1292,59,P0725,2023-11-12,4,1139.48,4557.91,Credit Card,0.0,364.63,Completed
1293,57,P0697,2024-03-02,3,1999.02,5997.05,Debit Card,0.0,479.76,Completed
1294,252,P0374,2023-10-31,2,1444.71,2889.42,Debit Card,0.0,231.15,Completed
1295,382,P0852,2023-10-06,1,136.91,136.91,Debit Card,0.2,10.95,Completed
1296,180,P0377,2024-06-09,4,1780.75,7122.99,Cash,0.0,569.84,Completed
1297,60,P0266,2023-09-10,1,1659.13,1659.13,Credit Card,0.0,132.73,Completed
1298,405,P0548,2024-04-18,1,920.87,920.87,Credit Card,0.0,73.67,Failed
1299,301,P0004,2024-09-18,1,1048.73,1048.73,Debit Card,0.0,83.9,Completed
1300,481,P0503,2024-03-21,4,1840.48,7361.91,Cash,0.1,588.95,Completed
1301,265,P0338,2023-03-06,1,1393.1,1393.1,Cash,0.05,111.45,Completed
1302,438,P0343,2023-06-12,3,60.98,182.94,Cash,0.0,14.64,Completed
1303,276,P0984,2024-05-25,3,729.53,2188.6,PayPal,0.0,175.09,Completed
1304,295,P0870,2024-03-08,2,194.51,389.02,Cash,0.0,31.12,Completed
1305,54,P0752,2024-08-16,2,1861.59,3723.18,Debit Card,0.0,297.85,Completed
1306,434,P0577,2023-03-19,2,1195.65,2391.3,PayPal,0.0,191.3,Completed
1307,383,P0721,2023-03-23,1,476.54,476.54,Credit Card,0.0,38.12,Completed
1308,446,P0628,2024-04-09,2,1006.76,2013.53,Cash,0.2,161.08,Completed
1309,218,P0860,2023-02-22,1,1787.11,1787.11,Credit Card,0.0,142.97,Completed
1310,254,P0180,2023-02-27,1,493.39,493.39,Credit Card,0.0,39.47,Completed
1311,78,P0767,2023-11-25,1,115.89,115.89,PayPal,0.0,9.27,Completed
1312,375,P0220,2024-03-30,4,360.81,1443.24,Credit Card,0.0,115.46,Completed
1313,474,P0618,2023-03-27,4,1911.17,7644.69,PayPal,0.0,611.58,Completed
1314,66,P0517,2024-01-17,1,1302.94,1302.94,Debit Card,0.0,104.23,Completed
1315,314,P0591,2023-12-07,4,190.93,763.72,Credit Card,0.05,61.1,Completed
1316,236,P0474,2024-08-25,1,906.46,906.46,Credit Card,0.1,72.52,Completed
1317,385,P0523,2023-04-24,3,169.94,509.81,Cash,0.0,40.78,Completed
1318,146,P0943,2023-12-28,1,541.92,541.92,Debit Card,0.0,43.35,Completed
1319,323,P0809,2023-05-14,3,311.19,933.56,Debit Card,0.15,74.68,Completed
1320,68,P0790,2023-01-27,4,1592.46,6369.83,Cash,0.0,509.59,Completed
1321,215,P0366,2023-08-25,2,1020.63,2041.25,Cash,0.0,163.3,Completed
1322,9,P0196,2023-03-17,3,1586.48,4759.45,PayPal,0.0,380.76,Completed
1323,335,P0818,2024-01-24,4,1012.34,4049.37,Debit Card,0.0,323.95,Completed
1324,344,P0757,2023-02-14,4,926.49,3705.97,Debit Card,0.2,296.48,Completed
1325,62,P0422,2023-03-03,2,1458.51,2917.01,Credit Card,0.0,233.36,Completed
1326,176,P0121,2023-04-25,1,804.78,804.78,PayPal,0.0,64.38,Completed
1327,379,P0324,2023-12-03,1,1915.31,1915.31,Debit Card,0.1,153.23,Completed
1328,87,P0458,2024-07-10,3,1611.58,4834.74,Debit Card,0.15,386.78,Completed
1329,419,P0280,2023-06-27,4,1027.04,4108.17,Cash,0.0,328.65,Completed
1330,149,P0375,2023-07-13,4,1674.32,6697.26,Credit Card,0.2,535.78,Completed
1331,392,P0076,2023-12-19,2,983.24,1966.48,Cash,0.05,157.32,Completed
1332,451,P0834,2023-10-22,2,1142.47,2284.94,PayPal,0.0,182.8,Completed
1333,470,P0497,2024-12-28,2,159.74,319.47,Credit Card,0.0,25.56,Completed
1334,467,P0851,2024-08-27,2,1411.24,2822.49,Debit Card,0.0,225.8,Completed
1335,376,P0130,2023-08-16,3,1050.82,3152.45,Cash,0.0,252.2,Completed
1336,337,P0644,2024-02-01,1,1833.16,1833.16,PayPal,0.0,146.65,Completed
1337,462,P0175,2023-08-12,3,69.64,208.92,PayPal,0.0,16.71,Completed
1338,431,P0306,2024-02-01,2,882.47,1764.93,Cash,0.0,141.19,Completed
1339,417,P0391,2024-05-09,1,1037.42,1037.42,PayPal,0.05,82.99,Completed
1340,464,P0046,2023-03-27,4,929.26,3717.05,Credit Card,0.0,297.36,Completed
1341,137,P0913,2024-08-20,2,872.42,1744.84,Debit Card,0.0,139.59,Completed
1342,36,P0327,2023-11-03,4,1276.77,5107.09,Credit Card,0.1,408.57,Completed
1343,496,P0773,2023-02-19,4,319.64,1278.55,Cash,0.2,102.28,Completed
1344,262,P0144,2024-06-21,4,942.26,3769.04,PayPal,0.0,301.52,Completed
1345,18,P0592,2023-10-02,3,1044.62,3133.85,PayPal,0.05,250.71,Completed
1346,38,P0324,2024-08-06,4,1711.18,6844.73,Cash,0.05,547.58,Completed
1347,334,P0511,2023-07-01,3,120.27,360.82,Credit Card,0.15,28.87,Completed
1348,227,P0634,2024-10-03,4,1171.66,4686.62,PayPal,0.2,374.93,Completed
1349,17,P0272,2023-09-14,1,1172.26,1172.26,PayPal,0.15,93.78,Completed
1350,41,P0399,2023-04-29,2,743.04,1486.08,Cash,0.1,118.89,Completed
1351,72,P0498,2023-12-21,1,710.66,710.66,PayPal,0.0,56.85,Completed
1352,415,P0210,2023-11-23,4,550.7,2202.8,Cash,0.0,176.22,Completed
1353,421,P0428,2023-07-28,1,1406.5,1406.5,Cash,0.15,112.52,Completed
1354,420,P0373,2023-04-15,3,114.45,343.36,Credit Card,0.0,27.47,Completed
1355,480,P0834,2023-10-28,4,565.87,2263.46,Debit Card,0.0,181.08,Completed
1356,63,P0483,2023-09-18,4,512.01,2048.02,Cash,0.1,163.84,Completed
1357,217,P0196,2024-04-06,1,1589.86,1589.86,Debit Card,0.05,127.19,Completed
1358,43,P0057,2024-05-12,4,1339.7,5358.78,Cash,0.0,428.7,Completed
1359,165,P0215,2023-04-16,3,1212.26,3636.78,Cash,0.0,290.94,Completed
1360,96,P0349,2023-03-20,2,1732.58,3465.16,PayPal,0.0,277.21,Completed
1361,435,P0530,2023-04-26,2,1096.42,2192.83,Cash,0.1,175.43,Completed
1362,103,P0284,2024-08-13,1,1227.08,1227.08,Cash,0.15,98.17,Completed
1363,489,P0086,2024-02-04,4,1631.48,6525.92,Debit Card,0.1,522.07,Completed
1364,63,P0076,2024-09-09,4,843.28,3373.11,Cash,0.1,269.85,Completed
1365,498,P0732,2024-11-27,3,1812.76,5438.28,Cash,0.0,435.06,Completed
1366,79,P0422,2023-02-16,1,203.13,203.13,Credit Card,0.0,16.25,Completed
1367,417,P0774,2024-05-19,4,1957.73,7830.94,Credit Card,0.05,626.48,Completed
1368,231,P0333,2024-06-03,1,390.44,390.44,Debit Card,0.0,31.24,Completed
1369,470,P0706,2023-10-15,4,223.41,893.65,Debit Card,0.0,71.49,Completed
1370,194,P0158,2023-12-10,1,1653.44,1653.44,Debit Card,0.0,132.27,Pending
1371,80,P0141,2024-11-21,2,593.98,1187.97,Cash,0.0,95.04,Completed
1372,396,P0334,2023-03-02,4,1633.13,6532.52,Cash,0.05,522.6,Completed
1373,442,P0733,2023-03-18,1,479.48,479.48,Credit Card,0.1,38.36,Completed
1374,462,P0307,2023-06-24,4,1138.85,4555.4,Debit Card,0.15,364.43,Failed
1375,310,P0372,2024-07-22,4,1180.65,4722.61,PayPal,0.0,377.81,Pending
1376,456,P0979,2024-11-08,2,930.42,1860.83,Debit Card,0.15,148.87,Pending
1377,370,P0304,2023-01-15,4,1109.28,4437.12,Credit Card,0.0,354.97,Completed
1378,347,P0227,2023-07-05,4,917.79,3671.15,Credit Card,0.2,293.69,Completed
1379,108,P0161,2024-02-24,1,1964.08,1964.08,Cash,0.1,157.13,Completed
1380,218,P0030,2024-04-07,1,1370.4,1370.4,Credit Card,0.1,109.63,Completed
1381,116,P0269,2023-10-07,4,228.14,912.56,Cash,0.0,73.0,Completed
1382,249,P0111,2024-01-21,2,1361.79,2723.58,Cash,0.0,217.89,Completed
1383,212,P0587,2024-01-11,2,1460.3,2920.59,Credit Card,0.1,233.65,Completed
1384,338,P0945,2024-05-07,3,994.32,2982.96,Debit Card,0.0,238.64,Completed
1385,493,P0882,2024-09-20,3,396.27,1188.8,Debit Card,0.0,95.1,Completed
1386,386,P0015,2023-02-28,3,1512.68,4538.04,Debit Card,0.1,363.04,Completed
1387,19,P0964,2024-04-15,4,1226.48,4905.94,PayPal,0.0,392.48,Failed
1388,176,P0675,2024-01-09,4,984.47,3937.89,Cash,0.05,315.03,Completed
1389,419,P0350,2023-05-01,1,968.67,968.67,Cash,0.1,77.49,Completed
1390,408,P0953,2023-01-14,2,899.16,1798.32,PayPal,0.0,143.87,Completed
1391,370,P0037,2024-07-01,4,1234.17,4936.68,PayPal,0.0,394.93,Completed
1392,337,P0083,2024-09-05,4,155.24,620.96,Debit Card,0.1,49.68,Completed
1393,302,P0955,2024-03-31,2,1031.26,2062.52,Debit Card,0.0,165.0,Completed
1394,21,P0110,2023-09-02,2,1228.01,2456.02,PayPal,0.05,196.48,Pending
1395,375,P0290,2023-11-24,3,346.69,1040.07,PayPal,0.15,83.21,Completed
1396,480,P0753,2024-02-10,3,1761.77,5285.32,Credit Card,0.1,422.83,Failed
1397,107,P0581,2024-08-17,1,1551.48,1551.48,Debit Card,0.1,124.12,Pending
1398,321,P0579,2023-04-18,2,1138.36,2276.72,PayPal,0.1,182.14,Completed
1399,39,P0732,2024-02-23,3,1971.15,5913.46,Cash,0.1,473.08,Completed
1400,152,P0164,2023-10-03,2,714.98,1429.97,Debit Card,0.0,114.4,Completed
1401,345,P0658,2024-01-24,4,286.86,1147.43,PayPal,0.05,91.79,Completed
1402,272,P0726,2024-10-14,4,1516.7,6066.81,PayPal,0.0,485.34,Completed
1403,165,P0890,2024-03-04,2,219.16,438.32,PayPal,0.0,35.07,Completed
1404,283,P0263,2024-11-04,3,555.52,1666.55,Cash,0.15,133.32,Completed
1405,271,P0095,2023-01-24,2,861.43,1722.86,Credit Card,0.0,137.83,Completed
1406,208,P0296,2024-04-09,3,364.76,1094.29,Credit Card,0.0,87.54,Failed
1407,97,P0191,2023-06-29,2,567.72,1135.45,Cash,0.0,90.84,Completed
1408,23,P0098,2023-04-26,4,1963.76,7855.04,Debit Card,0.0,628.4,Completed
1409,436,P0023,2024-05-09,1,1366.62,1366.62,Debit Card,0.05,109.33,Completed
1410,222,P0855,2024-10-20,3,1009.63,3028.88,PayPal,0.0,242.31,Completed
1411,443,P0928,2024-03-29,1,1520.85,1520.85,Credit Card,0.0,121.67,Completed
1412,383,P0751,2023-12-29,1,333.71,333.71,Cash,0.1,26.7,Completed
1413,320,P0583,2023-01-28,2,503.05,1006.11,Cash,0.05,80.49,Completed
1414,441,P0926,2023-09-17,4,1315.73,5262.92,Cash,0.0,421.03,Completed
1415,136,P0183,2024-03-13,1,825.3,825.3,Debit Card,0.05,66.02,Completed
1416,27,P0120,2024-11-20,1,1697.91,1697.91,PayPal,0.0,135.83,Completed
1417,52,P0728,2024-03-07,4,1100.61,4402.43,Debit Card,0.0,352.19,Completed
1418,201,P0761,2024-02-05,3,1129.39,3388.16,Cash,0.05,271.05,Completed
1419,248,P0895,2024-01-14,1,865.97,865.97,Cash,0.0,69.28,Completed
1420,450,P0768,2023-01-25,3,493.61,1480.82,Debit Card,0.0,118.47,Completed
1421,15,P0690,2024-03-12,3,883.51,2650.54,Cash,0.05,212.04,Completed
1422,458,P0364,2023-02-08,1,783.12,783.12,Cash,0.05,62.65,Completed
1423,36,P0832,2023-02-16,3,874.57,2623.71,Credit Card,0.0,209.9,Completed
1424,242,P0520,2023-08-16,4,492.46,1969.83,Credit Card,0.15,157.59,Failed
1425,275,P0535,2023-06-04,3,1447.28,4341.84,Cash,0.0,347.35,Completed
1426,112,P0453,2023-12-28,4,450.11,1800.43,PayPal,0.1,144.03,Completed
1427,469,P0436,2023-09-10,3,1709.85,5129.56,PayPal,0.05,410.37,Completed
1428,62,P0471,2023-03-18,1,1263.91,1263.91,Credit Card,0.0,101.11,Completed
1429,23,P0106,2024-08-13,3,514.66,1543.98,Cash,0.1,123.52,Completed
1430,233,P0369,2023-01-02,3,1234.1,3702.29,Cash,0.0,296.18,Completed
1431,72,P0795,2023-10-20,3,973.83,2921.5,Credit Card,0.1,233.72,Completed
1432,120,P0065,2024-10-19,1,585.42,585.42,Credit Card,0.0,46.83,Completed
1433,36,P0659,2023-04-17,2,1044.37,2088.74,Debit Card,0.0,167.1,Completed
1434,297,P0896,2023-01-13,2,1413.1,2826.21,Credit Card,0.0,226.1,Completed
1435,316,P0521,2023-12-20,2,509.51,1019.01,Debit Card,0.1,81.52,Completed
1436,356,P0525,2024-08-15,3,1053.24,3159.71,PayPal,0.05,252.78,Completed
1437,236,P0703,2023-12-21,1,826.01,826.01,Debit Card,0.0,66.08,Completed
1438,133,P0873,2024-03-17,3,130.38,391.13,Credit Card,0.0,31.29,Completed
1439,348,P0240,2024-05-27,2,1994.19,3988.39,Debit Card,0.0,319.07,Completed
1440,417,P0217,2023-03-18,4,884.35,3537.38,Debit Card,0.0,282.99,Completed
1441,267,P0415,2024-08-21,2,1772.08,3544.17,Debit Card,0.0,283.53,Completed
1442,247,P0036,2024-09-02,1,750.19,750.19,PayPal,0.0,60.02,Completed
1443,280,P0511,2024-10-12,3,767.57,2302.71,Credit Card,0.0,184.22,Completed
